order_id,customer_id,product_id,order_date,quantity,discount,total_amount,payment_method,shipping_cost,delivery_time_days,region,profit_margin,returned
O128154,C17529,P203305,2024-09-07,1,0.1,22.87,Wallet,4.49,6,North,3.51,No
O128155,C14269,P228843,2024-03-09,1,0.0,966.97,COD,10.41,4,North,105.63,No
O128156,C17769,P240538,2023-11-19,1,0.05,100.89,Credit Card,7.06,4,South,23.21,No
O128157,C13284,P231394,2023-12-15,1,0.05,2.65,Credit Card,2.46,3,Central,-2.25,No
O128158,C15462,P209733,2024-09-08,2,0.0,992.14,Debit Card,11.86,5,South,265.94,No
O128159,C12108,P208612,2023-11-03,1,0.0,120.79,Debit Card,7.34,3,Central,26.48,No
O128160,C13947,P244504,2024-11-03,4,0.05,97.17,Debit Card,5.42,3,North,33.45,No
O128161,C17899,P204436,2025-02-07,3,0.0,213.9,UPI,9.67,5,South,50.22,No
O128162,C15180,P239865,2024-03-20,1,0.1,60.68,Credit Card,4.95,4,South,13.25,No
O128163,C14914,P226559,2025-03-08,2,0.15,312.14,Credit Card,8.95,3,North,78.45,No
O128164,C15797,P239582,2024-07-26,1,0.1,246.59,UPI,8.52,6,South,60.53,No
O128165,C16667,P208314,2024-09-07,3,0.0,491.52,Credit Card,9.62,4,South,162.41,Yes
O128166,C12263,P241393,2024-10-26,2,0.0,3092.52,Debit Card,12.17,7,Central,358.93,No
O128167,C11612,P216335,2023-12-15,1,0.0,12.91,UPI,3.36,5,North,-2.33,No
O128168,C13815,P222715,2023-12-05,1,0.0,9.5,Credit Card,3.48,3,North,-0.16,No
O128169,C14719,P204165,2025-02-15,1,0.1,297.66,COD,9.84,6,East,25.88,Yes
O128170,C10577,P240805,2023-10-01,2,0.0,17.2,UPI,3.42,3,Central,4.32,No
O128171,C16837,P231037,2025-02-11,2,0.0,57.2,Credit Card,6.42,4,Central,19.32,No
O128172,C10422,P214772,2025-01-30,1,0.05,12.37,Debit Card,2.71,6,South,2.86,No
O128173,C12763,P217999,2025-07-21,1,0.2,85.78,Wallet,6.97,6,East,17.05,No
O128174,C17590,P215505,2024-04-03,1,0.05,381.43,Wallet,11.06,6,West,34.71,No
O128175,C15490,P222388,2023-11-05,1,0.05,785.22,COD,9.38,3,Central,84.85,No
O128176,C11229,P236576,2024-05-22,1,0.0,561.46,COD,9.33,3,North,58.05,No
O128177,C17453,P249378,2024-02-15,1,0.0,1.28,Credit Card,1.76,4,Central,-1.66,No
O128178,C13176,P246461,2025-03-15,1,0.0,7.07,COD,1.62,6,West,1.56,No
O128179,C10753,P247094,2025-02-23,2,0.05,527.0,Debit Card,7.38,5,West,140.18,Yes
O128180,C14842,P214515,2024-07-20,1,0.0,189.01,COD,7.73,4,South,45.19,No
O128181,C10687,P233303,2024-05-17,5,0.05,122.26,PayPal,8.91,4,West,27.77,No
O128182,C10722,P233890,2025-08-25,1,0.0,127.05,COD,6.69,5,East,28.88,No
O128183,C15662,P239857,2024-01-30,2,0.05,36.9,Credit Card,4.9,6,South,9.86,No
O128184,C10746,P221597,2025-05-26,1,0.0,78.32,PayPal,4.87,5,East,22.54,No
O128185,C14337,P214103,2023-12-17,1,0.0,231.05,Debit Card,8.97,5,Central,55.72,No
O128186,C17658,P236302,2024-02-14,1,0.0,15.76,Credit Card,6.71,4,West,-5.45,No
O128187,C12712,P217042,2025-04-16,1,0.0,66.41,UPI,6.76,5,East,16.48,No
O128188,C10707,P231004,2024-11-28,2,0.05,224.28,Wallet,7.86,5,South,59.42,No
O128189,C17665,P248149,2024-05-08,1,0.1,28.4,Credit Card,5.31,5,East,2.64,No
O128190,C10434,P214337,2025-09-11,1,0.1,145.73,COD,7.43,5,West,33.37,No
O128191,C14876,P230668,2025-07-28,1,0.1,231.33,Debit Card,8.33,5,South,19.43,No
O128192,C10483,P227683,2024-06-10,1,0.0,1287.47,UPI,9.19,6,South,145.31,Yes
O128193,C13518,P207218,2024-06-19,1,0.05,428.46,Debit Card,9.04,5,South,42.38,No
O128194,C16527,P242126,2023-10-04,1,0.0,11.22,Debit Card,2.53,5,North,1.96,No
O128195,C11533,P237759,2024-06-15,1,0.0,32.71,Debit Card,5.56,6,West,-2.94,No
O128196,C10169,P213794,2024-12-27,4,0.1,486.36,Debit Card,10.2,5,North,48.16,No
O128197,C11020,P242931,2024-04-08,2,0.0,509.52,UPI,9.71,5,East,51.43,Yes
O128198,C17093,P205397,2023-11-11,1,0.05,4.38,PayPal,3.05,8,East,-1.08,No
O128199,C14964,P244666,2025-05-04,1,0.05,133.43,Debit Card,7.55,3,North,29.81,Yes
O128200,C16466,P245031,2024-01-08,2,0.2,144.66,Credit Card,7.48,4,South,35.92,No
O128201,C10847,P234772,2025-01-07,4,0.0,316.16,Credit Card,9.54,5,South,85.31,No
O128202,C15593,P229529,2025-03-15,1,0.0,6.55,Credit Card,2.19,4,South,0.43,No
O128203,C17399,P202733,2024-12-02,3,0.0,814.95,Debit Card,8.94,4,West,88.85,No
O128204,C10695,P224838,2023-10-10,1,0.0,249.76,PayPal,6.76,3,Central,23.21,Yes
O128205,C16502,P240718,2025-03-03,1,0.0,1.29,PayPal,1.14,4,North,-1.04,No
O128206,C13346,P222425,2024-12-22,2,0.05,63.33,UPI,5.22,5,North,12.51,No
O128207,C14013,P239119,2025-07-28,2,0.05,59.98,Credit Card,4.08,3,Central,0.72,No
O128208,C10031,P233575,2024-01-31,1,0.05,39.05,COD,6.13,4,South,11.44,No
O128209,C10176,P248828,2024-08-14,3,0.15,68.39,PayPal,6.41,7,West,12.74,No
O128210,C12964,P233125,2024-03-20,1,0.0,91.24,PayPal,5.87,5,North,35.19,No
O128211,C12112,P207311,2023-10-19,1,0.1,228.12,UPI,8.84,3,North,18.53,No
O128212,C17877,P235169,2024-01-14,2,0.05,139.0,Credit Card,7.19,5,East,41.46,No
O128213,C16170,P234042,2025-08-31,1,0.15,9.59,PayPal,3.58,5,West,-2.81,No
O128214,C17830,P245431,2024-03-13,1,0.0,76.06,PayPal,5.68,5,West,20.94,Yes
O128215,C13886,P233756,2025-01-04,3,0.1,157.65,Credit Card,6.57,6,West,48.61,No
O128216,C11502,P215604,2024-08-02,1,0.0,18.86,Debit Card,2.96,5,West,2.32,No
O128217,C12315,P216401,2023-10-25,1,0.2,200.59,Credit Card,8.64,5,South,51.54,No
O128218,C12644,P235531,2023-12-23,1,0.0,525.44,Credit Card,9.28,4,South,53.77,No
O128219,C17155,P206628,2024-06-17,1,0.05,40.83,Credit Card,5.44,3,North,5.99,No
O128220,C10065,P205121,2025-08-26,1,0.1,39.41,Credit Card,6.21,7,East,4.82,No
O128221,C14228,P227573,2024-10-18,1,0.15,21.1,Credit Card,4.71,5,East,3.73,No
O128222,C11928,P247479,2024-12-26,1,0.0,25.74,Credit Card,5.25,6,East,5.05,No
O128223,C15011,P241525,2024-01-31,3,0.05,6.27,Debit Card,1.69,5,South,-1.19,No
O128224,C17533,P225928,2024-10-27,1,0.0,48.3,Debit Card,5.48,5,South,13.84,No
O128225,C16225,P232398,2024-09-04,1,0.0,29.02,Credit Card,6.17,3,Central,5.44,No
O128226,C16012,P234239,2024-06-20,1,0.0,83.37,Debit Card,6.76,7,West,26.59,No
O128227,C15950,P203163,2023-09-16,1,0.05,222.54,PayPal,7.01,5,South,19.69,No
O128228,C17125,P248647,2025-03-27,1,0.05,8.96,UPI,4.94,4,South,-1.8,No
O128229,C15447,P221755,2024-09-08,1,0.0,242.16,Credit Card,8.72,7,East,63.93,No
O128230,C17265,P249069,2024-08-17,1,0.05,21.92,UPI,4.48,6,South,-2.73,No
O128231,C10584,P241571,2025-05-07,1,0.05,9.52,Credit Card,3.16,4,West,-0.3,No
O128232,C16470,P225638,2024-12-24,1,0.1,37.91,Credit Card,6.59,4,South,6.68,No
O128233,C16685,P241395,2023-11-19,1,0.15,0.94,Credit Card,0.0,3,Central,0.08,No
O128234,C15244,P225223,2024-03-28,1,0.0,10.52,PayPal,4.36,5,East,-0.15,No
O128235,C16353,P210601,2024-05-29,1,0.0,210.2,PayPal,7.76,5,North,55.3,No
O128236,C17951,P204017,2025-08-11,1,0.0,24.03,Debit Card,4.19,4,South,5.42,No
O128237,C11748,P202609,2025-04-26,1,0.0,196.96,Credit Card,8.42,3,Central,50.67,No
O128238,C16276,P232850,2025-06-08,1,0.1,283.27,Credit Card,10.57,6,East,23.42,No
O128239,C17670,P234557,2025-06-21,1,0.0,78.16,Credit Card,6.03,4,South,21.33,No
O128240,C12204,P246787,2025-03-07,1,0.0,9.77,COD,4.46,5,West,-3.68,No
O128241,C13630,P242010,2023-09-26,1,0.0,39.35,COD,5.76,4,North,8.01,No
O128242,C11892,P205708,2024-07-29,1,0.1,17.93,PayPal,3.52,4,Central,3.65,No
O128243,C17018,P207973,2024-11-10,1,0.05,28.45,Credit Card,5.5,5,South,2.47,No
O128244,C12429,P228414,2025-06-25,1,0.05,13.85,Credit Card,3.96,4,Central,-2.85,No
O128245,C13093,P236884,2024-12-01,3,0.05,143.73,UPI,6.44,5,North,58.24,No
O128246,C10973,P229913,2024-07-19,4,0.0,29.04,Debit Card,6.38,5,Central,6.69,No
O128247,C14024,P213356,2024-02-12,1,0.15,24.01,Credit Card,4.22,6,West,4.18,No
O128248,C12642,P246009,2023-10-16,1,0.0,872.09,Credit Card,8.39,4,West,96.26,No
O128249,C11442,P238294,2025-01-07,1,0.2,37.35,Debit Card,3.94,4,North,7.26,No
O128250,C16615,P200797,2024-12-26,2,0.05,1380.05,Debit Card,10.78,7,West,154.83,No
O128251,C14329,P235294,2024-10-27,1,0.0,110.8,Debit Card,8.6,4,Central,24.64,No
O128252,C16715,P231582,2024-12-11,2,0.1,87.17,COD,7.78,6,East,31.45,No
O128253,C11477,P221135,2025-08-28,1,0.0,5.03,Credit Card,2.07,5,West,-0.06,No
O128254,C17867,P249914,2023-10-10,3,0.0,243.12,Credit Card,6.69,4,South,78.4,No
O128255,C15689,P241577,2025-06-30,2,0.0,7.48,Credit Card,3.46,4,North,-0.09,No
O128256,C10770,P212072,2024-08-05,1,0.05,14.53,Debit Card,4.12,5,West,2.42,No
O128257,C17329,P237574,2024-07-25,1,0.05,148.85,PayPal,6.27,5,East,11.59,No
O128258,C16444,P212624,2024-02-22,1,0.0,110.78,Credit Card,7.53,5,West,25.7,No
O128259,C10305,P220247,2024-03-03,1,0.05,190.46,Credit Card,7.14,6,East,46.19,No
O128260,C10001,P215507,2024-08-19,3,0.0,562.68,Credit Card,9.55,4,North,57.97,No
O128261,C10270,P217151,2023-11-21,1,0.0,248.92,Credit Card,6.74,3,North,62.96,No
O128262,C14516,P232315,2024-06-25,1,0.0,310.75,Credit Card,8.38,5,East,28.91,No
O128263,C13214,P247922,2023-11-15,2,0.05,36.88,UPI,4.87,5,East,-1.92,No
O128264,C16843,P231104,2025-08-26,1,0.0,180.04,Wallet,7.95,6,Central,42.46,No
O128265,C10863,P221985,2024-02-24,1,0.0,98.42,COD,6.07,5,South,5.74,No
O128266,C15972,P230298,2024-09-24,1,0.2,55.71,Credit Card,6.53,3,North,12.97,No
O128267,C17103,P235953,2025-08-23,2,0.15,309.62,Debit Card,8.33,6,West,84.56,No
O128268,C17137,P217461,2024-12-11,1,0.1,2.43,Credit Card,3.82,5,Central,-2.85,No
O128269,C17903,P244219,2023-12-05,4,0.0,430.36,Credit Card,10.42,6,East,41.22,Yes
O128270,C15105,P211802,2024-09-21,1,0.0,288.82,COD,9.53,4,North,25.13,No
O128271,C17022,P242735,2025-07-11,1,0.0,1.8,Debit Card,0.63,5,West,-0.49,No
O128272,C12739,P231311,2025-08-03,1,0.2,21.93,PayPal,5.63,7,East,2.05,No
O128273,C17702,P213501,2025-05-06,5,0.0,474.55,Credit Card,9.46,4,Central,156.63,No
O128274,C12914,P211070,2025-09-10,1,0.05,80.39,COD,6.18,4,West,3.47,No
O128275,C15156,P234658,2025-05-19,1,0.05,28.36,Debit Card,3.79,5,West,4.15,No
O128276,C10106,P201626,2024-10-12,1,0.1,4.05,UPI,1.98,6,East,-0.36,Yes
O128277,C17464,P211810,2025-07-26,1,0.0,22.29,Debit Card,6.37,6,Central,3.66,No
O128278,C17908,P239414,2024-03-27,4,0.1,604.19,COD,11.88,5,East,60.62,No
O128279,C15944,P228860,2024-02-14,3,0.05,664.42,Debit Card,9.0,3,Central,177.04,No
O128280,C13168,P230460,2024-03-19,1,0.0,47.91,COD,7.48,9,West,9.29,No
O128281,C16424,P229541,2025-06-10,1,0.1,107.12,UPI,8.69,4,West,23.45,No
O128282,C15229,P204773,2023-11-27,1,0.0,12.0,COD,4.18,4,West,1.22,No
O128283,C14644,P237812,2024-04-06,1,0.0,9.91,PayPal,3.11,3,Central,-2.32,No
O128284,C12599,P228823,2024-01-11,2,0.0,28.7,Debit Card,4.58,5,North,8.33,No
O128285,C15716,P245977,2024-03-08,3,0.0,59.55,Credit Card,6.3,4,North,20.5,No
O128286,C15933,P242088,2025-01-06,1,0.0,31.56,Debit Card,5.49,6,East,8.71,No
O128287,C12235,P211630,2025-02-08,1,0.3,24.13,Wallet,4.83,7,East,3.62,No
O128288,C12799,P242075,2024-02-02,1,0.0,4.69,PayPal,3.9,4,Central,-1.79,No
O128289,C17013,P210100,2023-12-01,1,0.0,27.78,Credit Card,5.27,7,East,4.45,No
O128290,C11511,P229103,2025-06-26,1,0.05,214.44,Credit Card,8.29,5,North,56.04,Yes
O128291,C15473,P234096,2025-04-13,1,0.2,72.15,Credit Card,6.59,4,South,18.66,No
O128292,C10018,P204123,2025-08-31,1,0.0,245.59,Credit Card,7.27,8,East,61.5,No
O128293,C10858,P234079,2025-07-26,1,0.0,7.89,Wallet,1.67,3,Central,1.88,No
O128294,C11416,P237218,2024-06-30,1,0.0,5.03,PayPal,2.73,5,South,-0.47,No
O128295,C15380,P212230,2024-09-19,4,0.0,700.04,Wallet,10.61,5,West,199.4,No
O128296,C13032,P211807,2024-08-26,1,0.3,82.47,Credit Card,5.75,4,West,18.99,No
O128297,C14505,P235493,2024-08-12,2,0.0,79.8,Debit Card,6.46,4,South,21.47,No
O128298,C11426,P234951,2025-08-31,1,0.05,15.48,UPI,3.65,5,East,-2.41,No
O128299,C15789,P215427,2025-04-03,1,0.0,918.42,Wallet,9.28,4,South,100.93,No
O128300,C12531,P200153,2024-12-25,1,0.0,11.8,Debit Card,3.79,5,West,0.34,No
O128301,C17471,P200815,2025-07-29,1,0.0,110.36,Credit Card,5.94,5,West,7.3,No
O128302,C14719,P201119,2024-07-15,1,0.1,87.88,PayPal,8.61,6,East,17.75,No
O128303,C14751,P218539,2025-04-21,1,0.05,62.05,Credit Card,5.77,4,Central,15.95,No
O128304,C14863,P237933,2023-10-15,1,0.0,55.72,Credit Card,6.42,6,South,13.08,No
O128305,C14038,P201209,2023-10-18,1,0.05,46.14,COD,4.81,4,South,8.11,No
O128306,C14113,P222812,2023-11-25,1,0.0,26.85,Wallet,3.97,4,West,8.11,No
O128307,C12231,P233874,2024-03-03,2,0.0,46.26,Wallet,5.54,3,North,15.28,No
O128308,C12452,P214985,2025-06-16,1,0.15,3.06,Credit Card,1.74,6,East,-0.36,No
O128309,C12846,P230022,2024-01-09,1,0.0,13.82,Debit Card,5.61,6,East,-4.5,No
O128310,C13202,P227372,2025-03-05,5,0.0,69.0,Debit Card,4.33,6,East,23.27,No
O128311,C16622,P238032,2023-11-07,1,0.1,89.43,UPI,6.34,8,South,24.96,No
O128312,C11816,P212565,2024-05-10,1,0.0,114.74,Debit Card,8.12,4,South,26.3,No
O128313,C11780,P227235,2024-01-10,1,0.0,22.39,Debit Card,4.32,6,West,5.76,No
O128314,C14103,P201037,2025-06-27,1,0.1,705.64,Debit Card,8.8,7,South,75.88,No
O128315,C10704,P203333,2024-12-06,1,0.1,363.89,Credit Card,7.56,5,South,36.11,No
O128316,C11341,P216797,2025-05-11,1,0.05,7.29,COD,4.01,7,South,-1.09,No
O128317,C13462,P243501,2023-12-23,1,0.1,16.6,Credit Card,3.84,5,East,3.63,No
O128318,C13590,P228718,2024-05-17,3,0.0,91.02,Credit Card,5.99,5,East,34.97,No
O128319,C11159,P207904,2023-10-07,3,0.0,268.5,Debit Card,8.72,5,East,85.26,No
O128320,C14626,P234707,2025-03-22,1,0.0,5.39,Credit Card,2.18,5,West,-1.75,No
O128321,C17056,P217039,2025-03-16,1,0.0,137.49,Credit Card,8.61,3,North,32.64,No
O128322,C13722,P215555,2025-08-03,1,0.0,16.12,Wallet,3.93,4,South,-2.64,No
O128323,C13438,P207457,2025-05-02,1,0.0,101.73,Credit Card,5.76,5,West,6.45,No
O128324,C13560,P231488,2024-01-09,1,0.05,6.72,PayPal,2.11,3,Central,0.91,No
O128325,C16832,P245004,2024-02-20,1,0.0,20.07,Credit Card,3.99,6,South,5.04,No
O128326,C13082,P218863,2024-06-11,2,0.05,422.01,Credit Card,8.85,4,Central,41.79,No
O128327,C16117,P225923,2024-08-20,1,0.05,11.45,UPI,4.53,6,West,-0.52,No
O128328,C16696,P222305,2025-02-18,1,0.2,7.61,Credit Card,4.29,4,South,-1.63,No
O128329,C16589,P231675,2025-03-16,1,0.0,31.01,Credit Card,6.46,5,South,-3.98,No
O128330,C17281,P248556,2024-12-22,1,0.2,6.57,Credit Card,2.33,4,North,0.63,No
O128331,C11715,P242276,2024-11-07,2,0.0,55.06,Debit Card,3.8,4,West,15.47,Yes
O128332,C16849,P236374,2025-07-04,1,0.1,64.55,COD,3.56,4,South,15.8,No
O128333,C12243,P205203,2023-09-20,3,0.0,55.56,PayPal,5.9,6,South,10.77,No
O128334,C17003,P230068,2025-06-25,1,0.0,12.31,Credit Card,4.13,5,Central,0.18,No
O128335,C11760,P231767,2025-02-13,4,0.0,43.24,COD,6.16,4,North,-2.7,No
O128336,C15442,P236826,2025-02-07,5,0.1,115.38,Debit Card,8.25,5,West,37.9,No
O128337,C14007,P237772,2024-10-11,1,0.0,255.03,COD,9.06,4,North,62.35,No
O128338,C11796,P240783,2025-03-10,1,0.05,194.85,Credit Card,8.78,5,South,49.68,No
O128339,C17679,P216699,2024-01-12,1,0.2,69.95,COD,6.37,4,West,14.61,No
O128340,C12675,P232293,2024-07-08,1,0.0,159.85,Credit Card,7.5,3,North,11.68,No
O128341,C17124,P222447,2025-07-13,1,0.0,19.04,UPI,4.92,5,West,2.7,Yes
O128342,C15781,P222425,2025-02-02,2,0.0,42.36,UPI,4.91,4,West,12.03,No
O128343,C16773,P218645,2025-05-24,2,0.05,82.18,Credit Card,7.45,4,West,17.2,No
O128344,C13236,P217228,2025-09-04,1,0.0,59.1,Debit Card,6.72,5,Central,13.96,No
O128345,C17419,P234282,2024-09-01,1,0.05,106.59,Debit Card,7.85,5,South,4.94,No
O128346,C15898,P233876,2024-04-06,1,0.0,22.24,Debit Card,4.06,6,South,3.72,No
O128347,C10043,P247488,2025-08-17,1,0.0,914.57,UPI,9.24,3,Central,100.51,No
O128348,C17637,P221507,2025-03-07,1,0.0,10.39,Debit Card,4.01,5,West,-3.18,No
O128349,C10488,P203185,2025-08-15,1,0.1,4.69,Credit Card,0.74,5,East,1.14,No
O128350,C14276,P217622,2024-02-13,1,0.0,408.76,Credit Card,8.66,6,East,40.39,No
O128351,C13148,P205455,2025-04-21,1,0.0,35.66,Wallet,5.47,5,South,5.23,No
O128352,C16517,P235692,2023-12-11,1,0.1,6.07,Debit Card,3.39,6,South,-1.27,No
O128353,C14723,P206796,2024-08-30,1,0.0,717.86,UPI,9.02,8,East,77.12,Yes
O128354,C10956,P222423,2024-04-06,1,0.0,33.02,PayPal,7.44,4,North,4.12,No
O128355,C12114,P227007,2024-08-06,5,0.0,1039.0,Debit Card,9.57,6,East,281.35,No
O128356,C15644,P248121,2024-07-30,3,0.0,2029.35,Credit Card,12.24,3,North,231.28,No
O128357,C11115,P227470,2025-04-13,1,0.1,42.21,Wallet,7.75,5,South,7.02,No
O128358,C11781,P247620,2025-01-14,1,0.05,19.02,Credit Card,5.51,5,North,0.2,No
O128359,C12826,P230846,2023-10-24,2,0.05,45.56,Debit Card,6.41,3,Central,9.54,No
O128360,C10650,P213909,2023-09-27,1,0.05,45.97,Credit Card,5.94,6,North,6.93,No
O128361,C11876,P234698,2024-09-15,1,0.0,13.2,Wallet,3.83,5,East,-2.77,Yes
O128362,C15363,P227692,2024-08-19,1,0.2,177.56,Debit Card,8.17,3,Central,13.14,No
O128363,C10340,P247049,2023-12-12,1,0.0,12.45,Debit Card,5.13,4,South,-0.15,No
O128364,C12950,P217006,2024-11-01,2,0.2,239.94,Debit Card,7.58,7,East,59.6,No
O128365,C15904,P218721,2024-12-08,2,0.3,5.31,COD,3.35,4,Central,-0.96,No
O128366,C13375,P210122,2023-10-02,1,0.0,11.98,Credit Card,5.59,4,Central,-1.4,No
O128367,C12445,P234026,2024-09-15,1,0.05,53.91,PayPal,7.94,4,South,16.32,No
O128368,C12750,P204501,2025-08-01,1,0.0,187.87,Credit Card,7.79,5,South,48.57,No
O128369,C17615,P207840,2024-01-28,1,0.05,137.02,Debit Card,6.72,4,Central,41.24,No
O128370,C12144,P246584,2025-06-01,1,0.0,16.57,UPI,6.19,8,East,-0.39,No
O128371,C11354,P207289,2024-10-25,1,0.2,10.58,Debit Card,4.0,6,South,0.76,No
O128372,C13276,P210160,2024-03-27,1,0.05,24.33,PayPal,7.12,5,North,-0.31,No
O128373,C10448,P218407,2024-07-03,2,0.1,99.5,COD,7.38,6,West,27.44,No
O128374,C15537,P207190,2024-01-22,2,0.2,336.38,COD,9.56,6,West,84.63,No
O128375,C17816,P210436,2025-08-27,1,0.15,44.46,Debit Card,5.5,4,North,10.06,No
O128376,C14172,P244549,2023-09-30,2,0.0,99.24,UPI,5.95,3,North,28.78,No
O128377,C14991,P228979,2025-05-10,2,0.0,85.48,Credit Card,6.29,4,North,32.18,No
O128378,C14644,P224920,2024-10-31,2,0.0,44.34,Credit Card,5.09,4,Central,7.33,No
O128379,C10797,P236440,2025-05-26,1,0.05,136.12,Debit Card,6.09,4,West,34.75,No
O128380,C13496,P211260,2025-05-25,1,0.1,41.28,Debit Card,4.9,6,South,11.61,No
O128381,C15548,P218297,2025-01-29,1,0.0,14.67,Credit Card,3.03,3,North,-1.86,No
O128382,C15604,P202445,2024-11-27,3,0.0,1273.17,Credit Card,10.14,3,Central,142.64,No
O128383,C14910,P208976,2024-07-11,1,0.0,28.25,Debit Card,4.72,4,West,7.99,No
O128384,C17165,P217871,2023-11-25,1,0.0,45.54,Credit Card,5.38,6,West,15.11,No
O128385,C12182,P221275,2023-09-27,1,0.0,11.94,PayPal,2.19,5,South,2.59,No
O128386,C16797,P228424,2023-11-20,4,0.0,106.84,Debit Card,7.35,3,North,1.2,No
O128387,C17421,P214971,2024-11-20,1,0.0,8.19,UPI,3.0,3,North,0.28,No
O128388,C15679,P200449,2024-06-26,1,0.2,4.8,COD,2.02,6,West,0.14,No
O128389,C13326,P215107,2024-03-18,2,0.0,16.26,Credit Card,6.05,4,Central,-0.36,No
O128390,C10645,P234195,2024-11-11,1,0.1,9.08,UPI,1.61,7,East,1.57,No
O128391,C15921,P202595,2024-10-01,2,0.1,32.27,Credit Card,5.88,4,West,8.64,No
O128392,C10719,P205765,2024-03-11,1,0.0,343.93,Credit Card,10.89,4,South,30.38,No
O128393,C11522,P234880,2024-06-10,1,0.0,54.64,Credit Card,6.54,7,East,12.58,No
O128394,C16756,P244268,2024-02-03,2,0.2,19.12,Credit Card,5.18,3,North,-3.65,No
O128395,C16627,P209137,2025-08-19,2,0.0,8.1,Debit Card,3.35,4,West,-2.7,No
O128396,C11069,P214271,2024-03-11,1,0.0,702.51,COD,7.82,6,East,76.48,Yes
O128397,C15562,P217410,2023-12-16,1,0.0,6.66,Credit Card,1.9,4,Central,0.76,No
O128398,C17749,P209715,2025-07-17,1,0.1,21.6,COD,5.74,3,North,-4.01,No
O128399,C14743,P203692,2023-12-08,1,0.0,33.68,Credit Card,4.22,3,Central,10.94,No
O128400,C14887,P203049,2025-03-24,3,0.1,183.03,Credit Card,8.94,8,East,42.31,No
O128401,C14674,P227897,2023-10-02,2,0.0,16.44,Credit Card,3.26,5,East,-1.94,No
O128402,C13075,P227882,2025-08-07,2,0.0,1192.32,Wallet,10.92,7,South,132.16,No
O128403,C13807,P223968,2023-12-21,1,0.15,72.16,Debit Card,6.42,7,Central,22.44,No
O128404,C16144,P239866,2024-06-11,3,0.05,53.29,Debit Card,6.46,5,North,12.19,No
O128405,C13361,P248378,2025-06-18,1,0.05,118.51,COD,7.15,5,North,28.4,No
O128406,C12156,P224636,2024-09-11,1,0.05,8.36,UPI,3.81,7,West,-0.88,No
O128407,C17944,P247171,2024-10-15,1,0.0,5.07,Debit Card,2.69,5,North,-0.41,No
O128408,C17742,P228750,2024-01-17,1,0.05,13.1,Credit Card,3.03,6,East,2.21,No
O128409,C14555,P211590,2023-10-22,1,0.0,5.91,PayPal,1.17,5,West,0.9,No
O128410,C12313,P243374,2024-04-29,1,0.1,222.55,Debit Card,9.55,5,Central,57.22,No
O128411,C15257,P232451,2025-07-21,1,0.3,5.2,UPI,4.38,5,East,-3.96,No
O128412,C13505,P228354,2024-12-17,1,0.05,6.95,Debit Card,3.02,6,East,-2.46,No
O128413,C14139,P219990,2024-07-26,1,0.0,6.19,COD,3.62,6,West,-3.12,No
O128414,C17029,P206669,2023-10-10,1,0.15,48.24,PayPal,6.93,5,West,6.58,No
O128415,C15629,P216773,2025-03-04,1,0.1,3.54,Credit Card,2.81,4,Central,-1.39,No
O128416,C17087,P215648,2024-02-19,3,0.15,339.46,Debit Card,8.95,6,East,86.1,No
O128417,C15078,P204616,2023-11-28,3,0.0,145.41,Credit Card,7.31,7,East,33.4,No
O128418,C16405,P209867,2025-05-11,1,0.0,25.96,Debit Card,7.14,3,North,1.95,Yes
O128419,C16871,P242737,2025-05-09,1,0.1,22.63,Debit Card,5.2,9,East,2.72,No
O128420,C10632,P200252,2025-08-01,1,0.0,184.86,Debit Card,7.95,5,West,14.23,No
O128421,C12199,P232482,2024-07-03,1,0.0,54.83,Credit Card,4.62,3,North,20.05,No
O128422,C16356,P208052,2023-12-28,1,0.0,36.3,Credit Card,4.32,7,East,8.38,No
O128423,C13063,P219550,2024-03-07,2,0.15,68.12,Credit Card,7.31,4,Central,16.53,No
O128424,C15353,P242674,2024-12-21,2,0.0,1096.22,Debit Card,10.71,4,West,120.84,No
O128425,C12910,P243010,2024-05-22,2,0.15,39.25,COD,4.55,5,South,9.19,No
O128426,C10622,P233463,2024-11-06,2,0.2,31.71,Credit Card,6.41,6,East,-3.87,No
O128427,C16073,P222307,2024-12-05,1,0.0,36.21,Credit Card,4.13,5,South,6.01,No
O128428,C10360,P243532,2024-07-16,1,0.0,33.19,Credit Card,4.95,8,West,9.99,No
O128429,C12367,P207865,2023-09-23,1,0.05,95.45,UPI,6.4,3,North,5.05,No
O128430,C16365,P244628,2024-12-04,2,0.0,327.48,Debit Card,8.31,4,Central,83.38,No
O128431,C17905,P212705,2025-04-20,1,0.0,72.22,Credit Card,8.33,5,Central,13.34,No
O128432,C10209,P246057,2024-05-03,1,0.0,71.93,Credit Card,5.26,4,South,3.37,No
O128433,C13467,P231786,2024-12-06,1,0.0,13.1,UPI,4.2,6,West,-3.15,No
O128434,C10930,P237422,2025-09-03,1,0.2,13.18,UPI,3.83,4,South,-2.78,No
O128435,C15702,P213218,2024-09-20,1,0.0,3.97,COD,2.15,3,Central,-1.83,No
O128436,C14584,P244237,2023-12-08,1,0.05,351.95,Credit Card,7.37,4,Central,91.18,No
O128437,C13943,P224273,2024-01-12,1,0.0,7.07,UPI,2.91,7,East,-0.08,No
O128438,C14696,P229792,2025-07-11,2,0.1,42.01,COD,5.25,3,Central,9.45,No
